codigo_postal,municipio_id
08917,08015
08918,08015
08921,08245
08922,08245
08923,08245
08924,08245
08930,08194
08940,08073
08950,08077
08960,08221
08970,08217
08980,08211
09001,09059
09002,09059
09003,09059
09004,09059
09004,09372
09005,09059
09006,09059
09007,09059
09100,09211
09107,09024
09107,09090
09107,09182
09107,09247
09108,09088
09108,09211
09108,09243
09108,09317
09108,09482
09109,09091
09109,09242
09109,09363
09109,09460
09110,09091
09119,09034
09119,09091
09119,09258
09119,09455
09120,09427
09121,09211
09123,09363
09124,09175
09124,09427
09125,09045
09125,09172
09125,09227
09125,09398
09125,09427
09126,09045
09126,09175
09127,09045
09127,09415
09128,09148
09128,09177
09128,09368
09128,09427
09128,09444
09128,09473
09129,09427
09130,09304
09130,09377
09131,09259
09131,09297
09131,09902
09131,09907
09133,09166
09133,09181
09133,09202
09133,09257
09133,09374
09133,09382
09133,09427
09135,09373
09136,09373
09140,09287
09140,09301
09140,09906
09141,09001
09141,09906
09142,09905
09142,09906
09143,09361
09143,09395
09144,09361
09145,09361
09145,09395
09145,09905
09146,09014
09146,09416
09146,09905
09150,09166
09150,09172
09150,09902
09159,09902
09163,09312
09191,09176
09191,09471
09191,09904
09192,09059
09192,09075
09192,09241
09193,09059
09193,09072
09193,09074
09193,09086
09194,09030
09194,09072
09194,09073
09194,09177
09194,09314
09195,09023
09195,09434
09195,09439
09195,09458
09197,09372
09197,09439
09197,09906
09197,09907
09198,09086
09198,09177
09198,09335
09199,09026
09199,09029
09199,09044
09199,09059
09199,09074
09199,09266
09199,09303
09199,09326
09199,09463
09200,09219
09210,09412
09211,09134
09211,09238
09211,09255
09211,09412
09212,09213
09212,09219
09212,09412
09213,09102
09213,09394
09213,09412
09214,09054
09215,09109
09216,09109
09217,09109
09218,09109
09218,09219
09219,09013
09219,09016
09219,09054
09219,09120
09219,09219
09219,09347
09219,09353
09219,09419
09219,09454
09220,09250
09226,09041
09226,09047
09226,09095
09226,09249
09226,09250
09226,09456
09226,09467
09226,09472
09227,09079
09227,09159
09227,09180
09227,09375
09227,09441
09228,09101
09228,09198
09228,09206
09228,09236
09228,09275
09228,09466
09230,09058
09230,09125
09230,09128
09230,09167
09230,09338
09233,09011
09239,09009
09239,09023
09239,09063
09239,09093
09239,09125
09240,09056
09244,09060
09244,09135
09244,09283
09245,09052
09245,09056
09245,09149
09245,09408
09245,09485
09246,09043
09246,09071
09246,09195
09246,09238
09246,09265
09246,09272
09246,09280
09246,09323
09247,09143
09247,09334
09248,09036
09248,09048
09248,09056
09248,09076
09248,09273
09248,09310
09249,09007
09249,09043
09249,09056
09249,09230
09249,09238
09249,09422
09249,09423
09250,09048
09250,09220
09251,09115
09252,09220
09257,09431
09258,09010
09258,09048
09258,09083
09258,09123
09258,09392
09258,09411
09258,09431
09258,09445
09259,09046
09259,09082
09259,09130
09259,09178
09259,09307
09259,09308
09259,09424
09260,09274
09267,09048
09267,09129
09268,09274
09268,09303
09268,09346
09268,09360
09268,09407
09268,09433
09269,09303
09270,09098
09270,09308
09271,09298
09272,09048
09272,09132
09280,09077
09280,09120
09280,09251
09290,09133
09290,09288
09292,09027
09292,09056
09292,09100
09292,09224
09292,09292
09292,09351
09292,09354
09292,09429
09293,09057
09293,09219
09294,09109
09294,09276
09300,09321
09310,09390
09310,09391
09310,09464
09311,09168
09311,09235
09312,09017
09312,09391
09314,09256
09314,09428
09315,09117
09315,09136
09315,09139
09316,09051
09316,09170
09317,09199
09317,09256
09317,09339
09318,09138
09318,09229
09318,09405
09320,09108
09320,09196
09320,09406
09330,09197
09338,09418
09339,09443
09339,09448
09339,09466
09339,09480
09340,09194
09341,09194
09341,09343
09341,09384
09342,09262
09342,09350
09342,09389
09343,09437
09344,09325
09344,09432
09345,09032
09345,09179
09345,09325
09345,09389
09346,09113
09346,09208
09347,09113
09347,09194
09347,09277
09347,09311
09347,09901
09348,09094
09348,09194
09348,09231
09348,09295
09348,09366
09349,09103
09349,09104
09349,09127
09349,09194
09349,09267
09349,09294
09350,09033
09350,09061
09350,09239
09350,09355
09351,09030
09351,09162
09352,09114
09353,09352
09354,09270
09370,09018
09370,09151
09370,09281
09384,09194
09384,09384
09390,09197
09390,09348
09390,09386
09390,09442
09391,09085
09400,09018
09410,09019
09410,09112
09410,09261
09427,09427
09430,09174
09440,09369
09441,09369
09442,09380
09443,09152
09443,09438
09450,09018
09450,09035
09450,09164
09450,09451
09451,09020
09451,09021
09451,09022
09451,09064
09453,09396
09453,09403
09453,09440
09454,09174
09454,09279
09460,09218
09461,09140
09462,09003
09462,09160
09462,09228
09462,09253
09462,09365
09463,09155
09471,09137
09471,09141
09471,09345
09471,09421
09490,09055
09490,09261
09490,09337
09490,09483
09491,09131
09491,09400
